"","month_last","donation_count","total_volume","month_first","result","age","freq","log_freq","sqrt_freq","donation_score","log_score","first_time","log_recency","sqrt_recency","prob.0","prob.1","prob1"
"111",9,2,500,16,0.5,7,3.5,1.50407739677627,1.87082869338697,14,2.70805020110221,0,2.30258509299405,3,0.654,0.346,0.346
"112",4,1,250,4,0.5,0,0,0,0,0,0,1,1.6094379124341,2,1,0,0
"113",23,7,1750,88,0.5,65,9.28571428571429,2.33075596996074,3.04724700110022,455,6.12249280951439,0,3.17805383034795,4.79583152331272,0.924,0.076,0.076
"114",4,8,2000,28,0.5,24,3,1.38629436111989,1.73205080756888,192,5.26269018890489,0,1.6094379124341,2,0.254,0.746,0.746
"115",11,11,2750,38,0.5,27,2.45454545454545,1.23969088692802,1.56669890360128,297,5.6970934865054,0,2.484906649788,3.3166247903554,0.94,0.06,0.06
"116",23,3,750,48,0.5,25,8.33333333333333,2.23359222150709,2.88675134594813,75,4.33073334028633,0,3.17805383034795,4.79583152331272,0.996,0.004,0.004
"117",23,1,250,23,0.5,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272,1,0,0
"118",4,7,1750,28,0.5,24,3.42857142857143,1.48807705542983,1.8516401995451,168,5.12989871492307,0,1.6094379124341,2,0.336,0.664,0.664
"119",4,16,4000,38,0.5,34,2.125,1.13943428318836,1.45773797371133,544,6.30078579466324,0,1.6094379124341,2,0.36,0.64,0.64
"120",2,2,500,23,0.5,21,10.5,2.4423470353692,3.24037034920393,42,3.76120011569356,0,1.09861228866811,1.4142135623731,0.924,0.076,0.076
"121",11,6,1500,58,0.5,47,7.83333333333333,2.17853244432407,2.79880927062444,282,5.64544689764324,0,2.484906649788,3.3166247903554,0.944,0.056,0.056
"122",4,9,2250,26,0.5,22,2.44444444444444,1.23676262714893,1.56347191994114,198,5.29330482472449,0,1.6094379124341,2,0.244,0.756,0.756
"123",11,4,1000,34,0.5,23,5.75,1.90954250488444,2.39791576165636,92,4.53259949315326,0,2.484906649788,3.3166247903554,0.89,0.11,0.11
"124",0,26,6500,76,0.5,76,2.92307692307692,1.36687627526279,1.70970082853022,1976,7.58933582317062,0,0,0,0.716,0.284,0.284
"125",2,10,2500,52,0.5,50,5,1.79175946922805,2.23606797749979,500,6.21660610108486,0,1.09861228866811,1.4142135623731,0.75,0.25,0.25
"126",2,16,4000,81,0.5,79,4.9375,1.78128816936076,2.2220486043289,1264,7.14282740116162,0,1.09861228866811,1.4142135623731,0.73,0.27,0.27
"127",4,6,1500,46,0.5,42,7,2.07944154167984,2.64575131106459,252,5.53338948872752,0,1.6094379124341,2,0.942,0.058,0.058
"128",11,2,500,11,0.5,0,0,0,0,0,0,1,2.484906649788,3.3166247903554,0.994,0.006,0.006
"129",11,4,1000,34,0.5,23,5.75,1.90954250488444,2.39791576165636,92,4.53259949315326,0,2.484906649788,3.3166247903554,0.89,0.11,0.11
"130",14,2,500,14,0.5,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394,0.98,0.02,0.02
"131",3,5,1250,26,0.5,23,4.6,1.7227665977411,2.14476105895272,115,4.75359019110636,0,1.38629436111989,1.73205080756888,0.596,0.404,0.404
"132",11,1,250,11,0.5,0,0,0,0,0,0,1,2.484906649788,3.3166247903554,0.968,0.032,0.032
"133",11,3,750,15,0.5,4,1.33333333333333,0.847297860387203,1.15470053837925,12,2.56494935746154,0,2.484906649788,3.3166247903554,0.736,0.264,0.264
"134",4,1,250,4,0.5,0,0,0,0,0,0,1,1.6094379124341,2,1,0,0
"135",4,7,1750,58,0.5,54,7.71428571428571,2.164963715118,2.77746029931765,378,5.93753620508243,0,1.6094379124341,2,0.926,0.074,0.074
"136",4,2,500,4,0.5,0,0,0,0,0,0,1,1.6094379124341,2,0.862,0.138,0.138
"137",11,1,250,11,0.5,0,0,0,0,0,0,1,2.484906649788,3.3166247903554,0.968,0.032,0.032
"138",11,3,750,76,0.5,65,21.6666666666667,3.120895416508,4.65474668125631,195,5.27811465923052,0,2.484906649788,3.3166247903554,0.992,0.008,0.008
"139",2,13,3250,32,0.5,30,2.30769230769231,1.19625075823203,1.5191090506255,390,5.96870755998537,0,1.09861228866811,1.4142135623731,0.62,0.38,0.38
"140",2,12,3000,98,0.5,96,8,2.19722457733622,2.82842712474619,1152,7.05012252026906,0,1.09861228866811,1.4142135623731,0.832,0.168,0.168
"141",2,34,8500,77,0.5,75,2.20588235294118,1.16498735761298,1.48522131446501,2550,7.84424071814181,0,1.09861228866811,1.4142135623731,0.404,0.596,0.596
"142",4,1,250,4,0.5,0,0,0,0,0,0,1,1.6094379124341,2,1,0,0
"143",2,2,500,11,0.5,9,4.5,1.70474809223843,2.12132034355964,18,2.94443897916644,0,1.09861228866811,1.4142135623731,0.64,0.36,0.36
"144",2,7,1750,77,0.5,75,10.7142857142857,2.46080909820894,3.27326835353989,525,6.26530121273771,0,1.09861228866811,1.4142135623731,0.964,0.036,0.036
"145",4,1,250,4,0.5,0,0,0,0,0,0,1,1.6094379124341,2,1,0,0
"146",23,1,250,23,0.5,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272,1,0,0
"147",23,3,750,35,0.5,12,4,1.6094379124341,2,36,3.61091791264422,0,3.17805383034795,4.79583152331272,0.992,0.008,0.008
"148",4,5,1250,33,0.5,29,5.8,1.91692261218206,2.40831891575846,145,4.98360662170834,0,1.6094379124341,2,0.694,0.306,0.306
"149",23,3,750,62,0.5,39,13,2.63905732961526,3.60555127546399,117,4.77068462446567,0,3.17805383034795,4.79583152331272,0.99,0.01,0.01
"150",2,1,250,2,0.5,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731,1,0,0
"151",21,2,500,41,0.5,20,10,2.39789527279837,3.16227766016838,40,3.71357206670431,0,3.09104245335832,4.58257569495584,0.834,0.166,0.166
"152",2,9,2250,22,0.5,20,2.22222222222222,1.17007125265025,1.49071198499986,180,5.19849703126583,0,1.09861228866811,1.4142135623731,0.57,0.43,0.43
"153",11,9,2250,33,0.5,22,2.44444444444444,1.23676262714893,1.56347191994114,198,5.29330482472449,0,2.484906649788,3.3166247903554,0.966,0.034,0.034
"154",16,6,1500,40,0.5,24,4,1.6094379124341,2,144,4.97673374242057,0,2.83321334405622,4,0.808,0.192,0.192
"155",16,3,750,19,0.5,3,1,0.693147180559945,1,9,2.30258509299405,0,2.83321334405622,4,0.868,0.132,0.132
"156",8,15,3750,77,0.5,69,4.6,1.7227665977411,2.14476105895272,1035,6.94312242281943,0,2.19722457733622,2.82842712474619,0.686,0.314,0.314
"157",16,1,250,16,0.5,0,0,0,0,0,0,1,2.83321334405622,4,1,0,0
"158",2,1,250,2,0.5,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731,1,0,0
"159",5,24,6000,79,0.5,74,3.08333333333333,1.40691364832263,1.75594229214212,1776,7.48268182815465,0,1.79175946922805,2.23606797749979,0.284,0.716,0.716
"160",11,1,250,11,0.5,0,0,0,0,0,0,1,2.484906649788,3.3166247903554,0.968,0.032,0.032
"161",12,15,3750,71,0.5,59,3.93333333333333,1.59601489210196,1.9832633040858,885,6.78671695060508,0,2.56494935746154,3.46410161513775,0.746,0.254,0.254
"162",14,1,250,14,0.5,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394,1,0,0
"163",4,6,1500,23,0.5,19,3.16666666666667,1.42711635564015,1.77951304200522,114,4.74493212836325,0,1.6094379124341,2,0.702,0.298,0.298
"164",9,9,2250,16,0.5,7,0.777777777777778,0.575364144903562,0.881917103688197,63,4.15888308335967,0,2.30258509299405,3,0.85,0.15,0.15
"165",2,3,750,52,0.5,50,16.6666666666667,2.87167962488401,4.08248290463863,150,5.01727983681492,0,1.09861228866811,1.4142135623731,0.864,0.136,0.136
"166",16,3,750,50,0.5,34,11.3333333333333,2.51230562397611,3.36650164612069,102,4.63472898822964,0,2.83321334405622,4,0.97,0.03,0.03
"167",2,2,500,11,0.5,9,4.5,1.70474809223843,2.12132034355964,18,2.94443897916644,0,1.09861228866811,1.4142135623731,0.64,0.36,0.36
"168",4,14,3500,86,0.5,82,5.85714285714286,1.92529086185258,2.42015347801392,1148,7.04664727784876,0,1.6094379124341,2,0.596,0.404,0.404
"169",4,1,250,4,0.5,0,0,0,0,0,0,1,1.6094379124341,2,1,0,0
"170",3,4,1000,29,0.5,26,6.5,2.01490302054226,2.54950975679639,104,4.65396035015752,0,1.38629436111989,1.73205080756888,0.672,0.328,0.328
"171",23,1,250,23,0.5,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272,1,0,0
"172",40,1,250,40,0.5,0,0,0,0,0,0,1,3.71357206670431,6.32455532033676,0.976,0.024,0.024
"173",4,1,250,4,0.5,0,0,0,0,0,0,1,1.6094379124341,2,1,0,0
"174",2,41,10250,98,0.5,96,2.34146341463415,1.20640885912382,1.53018411135201,3936,8.27817429094374,0,1.09861228866811,1.4142135623731,0.53,0.47,0.47
"175",4,2,500,52,0.5,48,24,3.2188758248682,4.89897948556636,96,4.57471097850338,0,1.6094379124341,2,0.4,0.6,0.6
"176",21,3,750,38,0.5,17,5.66666666666667,1.89711998488588,2.38047614284762,51,3.95124371858143,0,3.09104245335832,4.58257569495584,0.998,0.002,0.002
"177",2,3,750,9,0.5,7,2.33333333333333,1.20397280432594,1.52752523165195,21,3.09104245335832,0,1.09861228866811,1.4142135623731,0.552,0.448,0.448
"178",2,12,3000,95,0.5,93,7.75,2.16905370036952,2.78388218141501,1116,7.0184017990692,0,1.09861228866811,1.4142135623731,0.896,0.104,0.104
"179",11,2,500,52,0.5,41,20.5,3.06805293513362,4.52769256906871,82,4.4188406077966,0,2.484906649788,3.3166247903554,0.93,0.07,0.07
"180",4,1,250,4,0.5,0,0,0,0,0,0,1,1.6094379124341,2,1,0,0
"181",14,1,250,14,0.5,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394,1,0,0
"182",11,5,1250,33,0.5,22,4.4,1.68639895357023,2.0976176963403,110,4.70953020131233,0,2.484906649788,3.3166247903554,0.824,0.176,0.176
"183",4,9,2250,26,0.5,22,2.44444444444444,1.23676262714893,1.56347191994114,198,5.29330482472449,0,1.6094379124341,2,0.244,0.756,0.756
"184",16,1,250,16,0.5,0,0,0,0,0,0,1,2.83321334405622,4,1,0,0
"185",4,16,4000,70,0.5,66,4.125,1.63413052502447,2.03100960115899,1056,6.96318998587024,0,1.6094379124341,2,0.59,0.41,0.41
"186",14,2,500,14,0.5,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394,0.98,0.02,0.02
"187",14,3,750,28,0.5,14,4.66666666666667,1.73460105538811,2.16024689946929,42,3.76120011569356,0,2.70805020110221,3.74165738677394,0.934,0.066,0.066
"188",11,1,250,11,0.5,0,0,0,0,0,0,1,2.484906649788,3.3166247903554,0.968,0.032,0.032
"189",2,1,250,2,0.5,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731,1,0,0
"190",14,2,500,14,0.5,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394,0.98,0.02,0.02
"191",4,23,5750,58,0.5,54,2.34782608695652,1.20831120592453,1.53226175536575,1242,7.12528309151071,0,1.6094379124341,2,0.23,0.77,0.77
"192",6,3,750,26,0.5,20,6.66666666666667,2.03688192726104,2.58198889747161,60,4.11087386417331,0,1.94591014905531,2.44948974278318,0.82,0.18,0.18
"193",16,2,500,16,0.5,0,0,0,0,0,0,1,2.83321334405622,4,0.988,0.012,0.012
"194",14,2,500,29,0.5,15,7.5,2.14006616349627,2.73861278752583,30,3.43398720448515,0,2.70805020110221,3.74165738677394,0.93,0.07,0.07
"195",11,7,1750,64,0.5,53,7.57142857142857,2.14843441316679,2.75162289775117,371,5.91889385427315,0,2.484906649788,3.3166247903554,0.974,0.026,0.026
"196",16,1,250,16,0.5,0,0,0,0,0,0,1,2.83321334405622,4,1,0,0
"197",21,2,500,23,0.5,2,1,0.693147180559945,1,4,1.6094379124341,0,3.09104245335832,4.58257569495584,0.98,0.02,0.02
"198",23,8,2000,46,0.5,23,2.875,1.35454566280531,1.69558249578132,184,5.22035582507832,0,3.17805383034795,4.79583152331272,0.972,0.028,0.028
